"time","temperature","humidity","relay1","relay2","relay3"
"2026-05-18 10:34:20.22473+07","35.8","60",1,0,0
"2026-05-18 10:34:50.256302+07","35.8","60.2",1,0,0
"2026-05-18 10:35:20.281104+07","35.7","59.7",1,0,0
"2026-05-18 10:35:50.310997+07","35.5","58.8",1,0,0
"2026-05-18 10:36:20.376756+07","35.2","59.6",1,0,0
"2026-05-18 10:36:50.528942+07","35.1","60.8",1,0,0
"2026-05-18 10:37:20.425297+07","35","63.4",1,0,0
"2026-05-18 10:37:50.451995+07","35","62.1",1,0,0
"2026-05-18 10:38:20.615281+07","35.1","62.6",1,0,0
"2026-05-18 10:38:50.540592+07","35.3","62.5",1,0,0
"2026-05-18 10:39:20.556747+07","35.4","63.2",1,0,0
"2026-05-18 10:39:50.599279+07","35.5","63.9",1,0,0
"2026-05-18 10:40:20.613033+07","35.6","62.9",1,0,0
"2026-05-18 10:40:50.779039+07","35.5","62.9",1,0,0
"2026-05-18 10:41:20.695965+07","35.4","63.2",1,0,0
"2026-05-18 10:41:50.738916+07","35.3","64.1",1,0,0
"2026-05-18 10:42:20.755855+07","35.1","63.7",1,0,0
"2026-05-18 10:42:50.778803+07","35","63.7",1,0,0
"2026-05-18 10:43:20.838098+07","34.9","65.1",1,0,0
"2026-05-18 10:43:50.863289+07","34.7","64",1,0,0
"2026-05-18 10:44:20.896772+07","34.7","64.5",1,0,0
"2026-05-18 10:44:51.032292+07","34.7","65.9",1,0,0
"2026-05-18 10:45:20.959224+07","34.6","64.8",1,0,0
"2026-05-18 10:45:50.990538+07","34.5","65.6",1,0,0
"2026-05-18 10:46:21.03952+07","34.4","65.7",1,0,0
"2026-05-18 10:46:51.070869+07","34.3","66.3",1,0,0
"2026-05-18 10:47:21.108134+07","34.2","67.8",1,0,0
"2026-05-18 10:47:51.288179+07","34.1","66.4",1,0,0
"2026-05-18 10:48:21.173649+07","34","65.5",1,0,0
"2026-05-18 10:48:51.217469+07","33.9","66.2",1,0,0
"2026-05-18 10:49:21.242408+07","33.8","67.6",1,0,0
"2026-05-18 10:49:51.261722+07","33.7","66.4",1,0,0
"2026-05-18 10:50:21.407864+07","33.6","66.5",1,0,0
"2026-05-18 10:50:51.332433+07","33.6","67.7",1,0,0
"2026-05-18 10:51:21.457696+07","33.5","65.7",1,0,0
"2026-05-18 10:51:51.407154+07","33.5","68",1,0,0
"2026-05-18 10:52:21.427484+07","33.5","67.5",1,0,0
"2026-05-18 10:52:51.564641+07","33.6","67.9",1,0,0
"2026-05-18 10:53:21.503467+07","33.8","68.5",1,0,0
"2026-05-18 10:53:51.529672+07","34","67.8",1,0,0
"2026-05-18 10:54:21.68555+07","34.2","67.1",1,0,0
"2026-05-18 10:54:51.606222+07","34.4","66.8",1,0,0
"2026-05-18 10:55:21.646727+07","34.5","64.7",1,0,0
"2026-05-18 10:55:51.684716+07","34.4","63.9",1,0,0
"2026-05-18 10:56:21.762179+07","34.3","63.1",1,0,0
"2026-05-18 10:56:51.770113+07","34.2","63.4",1,0,0
"2026-05-18 10:57:21.75041+07","34.2","62.9",1,0,0
"2026-05-18 10:57:51.804345+07","34.1","64.4",1,0,0
"2026-05-18 10:58:21.943986+07","33.9","64.2",1,0,0
"2026-05-18 10:58:51.884792+07","33.7","64",1,0,0
"2026-05-18 10:59:21.886433+07","33.5","65.1",1,0,0
"2026-05-18 10:59:51.926533+07","33.2","65.4",1,0,0
"2026-05-18 11:00:21.952006+07","33","66.2",1,0,0
"2026-05-18 11:00:51.978068+07","32.7","67",1,0,0
"2026-05-18 11:01:22.015369+07","32.6","68",1,0,0
"2026-05-18 11:01:52.066362+07","32.5","68.1",1,0,0
"2026-05-18 11:02:22.094438+07","32.3","67.7",1,0,0
"2026-05-18 11:02:52.155087+07","32.2","68.4",1,0,0
"2026-05-18 11:03:22.158788+07","32.1","68.9",1,0,0
"2026-05-18 11:03:52.186757+07","32","69.3",1,0,0
"2026-05-18 11:04:22.248413+07","31.8","69.6",1,0,0
"2026-05-18 11:04:52.244012+07","31.7","69.3",1,0,0
"2026-05-18 11:05:22.269615+07","31.6","70.6",1,0,0
"2026-05-18 11:05:52.344941+07","31.5","70",1,0,0
"2026-05-18 11:06:22.397434+07","31.5","71.4",1,0,0
"2026-05-18 11:06:52.404835+07","31.5","71",1,0,0
"2026-05-18 11:07:22.433362+07","31.4","70.9",1,0,0
"2026-05-18 11:07:52.418689+07","31.3","71.2",1,0,0
"2026-05-18 11:08:22.444434+07","31.2","72.1",1,0,0
"2026-05-18 11:08:52.496732+07","31.2","72.1",1,0,0
"2026-05-18 11:09:22.518477+07","31.1","72.3",1,0,0
"2026-05-18 11:09:52.551397+07","31","72.5",1,0,0
"2026-05-18 11:10:22.739995+07","31","72.3",1,0,0
"2026-05-18 11:10:52.640661+07","31","73",1,0,0
"2026-05-18 11:11:22.644129+07","31","72.8",1,0,0
"2026-05-18 11:11:52.702326+07","30.9","73.2",1,0,0
"2026-05-18 11:12:22.711202+07","30.9","73.3",1,0,0
"2026-05-18 11:12:52.802947+07","30.9","73.1",1,0,0
"2026-05-18 11:13:22.97146+07","30.9","73.5",1,0,0
"2026-05-18 11:13:52.820121+07","30.9","73.5",1,0,0
"2026-05-18 11:14:22.856676+07","30.9","74.4",1,0,0
"2026-05-18 11:14:52.889083+07","30.9","74.2",1,0,0
"2026-05-18 11:15:22.915687+07","30.9","73.5",1,0,0
"2026-05-18 11:15:52.989683+07","31","74.9",1,0,0
"2026-05-18 11:16:22.996957+07","31.1","75.5",1,0,0
"2026-05-18 11:16:53.020926+07","31.2","74.2",1,0,0
"2026-05-18 11:17:23.054748+07","31.3","73.7",1,0,0
"2026-05-18 11:17:53.079794+07","31.2","73",1,0,0
"2026-05-18 11:18:23.111205+07","31.2","73.5",1,0,0
"2026-05-18 11:18:53.150292+07","31.2","75.1",1,0,0
"2026-05-18 11:19:23.174195+07","31.2","74.7",1,0,0
"2026-05-18 11:19:53.232557+07","31.1","74.2",1,0,0
"2026-05-18 11:20:23.267655+07","31.1","73.5",1,0,0
"2026-05-18 11:20:53.296753+07","31","73.3",1,0,0
"2026-05-18 11:21:23.318875+07","30.9","74.4",1,0,0
"2026-05-18 11:21:53.406182+07","30.9","73.9",1,0,0
"2026-05-18 11:22:23.448739+07","30.8","75.5",1,0,0
"2026-05-18 11:22:53.430601+07","30.8","74.9",1,0,0
"2026-05-18 11:23:23.451715+07","30.7","75.2",1,0,0
"2026-05-18 11:23:53.630121+07","30.7","75.3",1,0,0
"2026-05-18 11:24:23.632785+07","30.6","75.3",1,0,0
"2026-05-18 11:24:53.591368+07","30.5","76.1",1,0,0
"2026-05-18 11:25:23.580306+07","30.4","78.6",1,0,0
"2026-05-18 11:25:53.639697+07","30.4","77.4",1,0,0
"2026-05-18 11:26:23.659694+07","30.4","77.2",1,0,0
"2026-05-18 11:26:53.687752+07","30.4","77.6",1,0,0
"2026-05-18 11:27:23.699381+07","30.4","77.3",1,0,0
"2026-05-18 11:27:53.750483+07","30.3","78.2",1,0,0
"2026-05-18 11:28:23.773454+07","30.3","76.4",1,0,0
"2026-05-18 11:28:53.806295+07","30.3","79.1",1,0,0
"2026-05-18 11:29:23.825727+07","30.3","78.5",1,0,0
"2026-05-18 11:29:53.869213+07","30.3","77.7",1,0,0
"2026-05-18 11:30:23.97625+07","30.3","77.3",1,0,0
"2026-05-18 11:30:53.933299+07","30.3","78.9",1,0,0
"2026-05-18 11:31:23.967958+07","30.2","80.2",1,0,0
"2026-05-18 11:31:54.025552+07","30.1","80.2",1,0,0
"2026-05-18 11:32:24.036729+07","30","81.1",1,0,0
"2026-05-18 11:33:24.15311+07","29.9","78.7",0,0,0
"2026-05-18 11:34:24.228221+07","29.7","81.4",0,0,0
"2026-05-18 11:35:24.265688+07","29.6","81.2",0,0,0
"2026-05-18 11:36:24.331014+07","29.5","81.4",0,0,0
"2026-05-18 11:37:24.412121+07","29.5","82.1",0,0,0
"2026-05-18 11:38:24.469095+07","29.4","82.4",0,0,0
"2026-05-18 11:39:24.539594+07","29.4","82",0,0,0
"2026-05-18 11:40:24.590039+07","29.3","82",0,0,0
"2026-05-18 11:41:24.655783+07","29.2","82.6",0,0,0
"2026-05-18 11:42:24.706523+07","29.2","80.8",0,0,0
"2026-05-18 11:43:24.777714+07","29.2","82",0,0,0
"2026-05-18 11:44:24.840255+07","29.3","82",0,0,0
"2026-05-18 11:45:24.892755+07","29.3","81.9",0,0,0
"2026-05-18 11:46:24.957435+07","29.3","82",0,0,0
"2026-05-18 11:47:25.036871+07","29.3","80.4",0,0,0
"2026-05-18 11:48:25.210149+07","29.2","80.3",0,0,0
"2026-05-18 11:49:25.158495+07","29.3","79.7",0,0,0
"2026-05-18 11:50:25.341987+07","29.2","79.4",0,0,0
"2026-05-18 11:51:25.315002+07","29.2","78.6",0,0,0
"2026-05-18 11:52:25.355324+07","29.2","79.7",0,0,0
"2026-05-18 11:53:25.474083+07","29.1","79.7",0,0,0
"2026-05-18 11:54:25.507799+07","29","81.1",0,0,0
"2026-05-18 11:55:25.564525+07","29","80.5",0,0,0
"2026-05-18 11:56:25.63108+07","28.9","82.3",0,0,0
"2026-05-18 11:57:25.68774+07","28.8","82.4",0,0,0
"2026-05-18 11:58:25.755877+07","28.7","82.5",0,0,0
"2026-05-18 11:59:25.829149+07","28.6","82.8",0,0,0
"2026-05-18 12:00:25.885488+07","28.6","83",0,0,0
"2026-05-18 12:01:25.968606+07","28.6","82.4",0,0,0
"2026-05-18 12:02:26.005821+07","28.6","83.5",0,0,0
"2026-05-18 12:03:26.082073+07","28.5","84.7",0,0,0
"2026-05-18 12:04:26.153804+07","28.4","84.9",0,0,0
"2026-05-18 12:05:26.334322+07","28.4","86",0,0,0
"2026-05-18 12:06:26.342152+07","28.5","85.4",0,0,0
"2026-05-18 12:07:26.338208+07","28.5","86.7",0,0,0
"2026-05-18 12:08:26.403908+07","28.6","86.7",0,0,0
"2026-05-18 12:09:26.468135+07","28.8","87.5",0,0,0
"2026-05-18 12:10:26.558574+07","29.1","87.3",0,0,0
"2026-05-18 12:11:26.622912+07","29.3","86.2",0,0,0
"2026-05-18 12:12:26.703618+07","29.5","84.6",0,0,0
"2026-05-18 12:13:26.608332+07","29.6","82.4",0,0,0
"2026-05-18 12:14:26.613322+07","29.8","82.5",0,0,0
"2026-05-18 12:15:26.603303+07","29.9","80.1",0,0,0
"2026-05-18 12:16:26.616182+07","30.1","80.1",0,0,0
"2026-05-18 12:17:26.602443+07","30.3","78",0,0,0
"2026-05-18 12:18:26.609042+07","30.6","81.1",0,0,0
"2026-05-18 12:19:26.605762+07","30.9","81.4",0,0,0
"2026-05-18 12:20:26.635432+07","31.1","77.2",0,0,0
"2026-05-18 12:21:26.614737+07","31.3","78.2",0,0,0
"2026-05-18 12:22:26.619638+07","31.6","76.4",0,0,0
"2026-05-18 12:23:26.617754+07","31.8","74.4",0,0,0
"2026-05-18 12:24:17.672126+07","32","72.2",1,0,0
"2026-05-18 12:24:47.720619+07","32.1","73.5",1,0,0
"2026-05-18 12:25:17.754882+07","32.1","71.4",1,0,0
"2026-05-18 12:25:47.799843+07","32.2","71.2",1,0,0
"2026-05-18 12:26:17.817463+07","32.3","72",1,0,0
"2026-05-18 12:26:47.861019+07","32.3","69.5",1,0,0
"2026-05-18 12:27:17.885782+07","32.2","70.4",1,0,0
"2026-05-18 12:27:47.914592+07","32.2","72.8",1,0,0
"2026-05-18 12:28:17.980125+07","32.3","73.9",1,0,0
"2026-05-18 12:28:48.093766+07","32.3","71.1",1,0,0
"2026-05-18 12:29:18.048956+07","32.3","72.2",1,0,0
"2026-05-18 12:29:48.062125+07","32.3","71.7",1,0,0
"2026-05-18 12:30:18.096391+07","32.3","73.3",1,0,0
"2026-05-18 12:30:48.1312+07","32.3","72.2",1,0,0
"2026-05-18 12:31:18.183734+07","32.3","71.5",1,0,0
"2026-05-18 12:31:48.19875+07","32.2","72.7",1,0,0
"2026-05-18 12:32:18.238693+07","32.2","72.1",1,0,0
"2026-05-18 12:32:48.254177+07","32.1","72",1,0,0
"2026-05-18 12:33:18.332238+07","32","72.4",1,0,0
"2026-05-18 12:33:48.368853+07","31.9","71.4",1,0,0
"2026-05-18 12:34:18.513796+07","31.9","71.4",1,0,0
"2026-05-18 12:34:48.549732+07","31.8","71.7",1,0,0
"2026-05-18 12:35:18.493938+07","31.8","71.3",1,0,0
"2026-05-18 12:35:48.450263+07","31.8","70.2",1,0,0
"2026-05-18 12:36:18.610331+07","31.7","70.3",1,0,0
"2026-05-18 12:36:48.573931+07","31.7","71.7",1,0,0
"2026-05-18 12:37:18.548401+07","31.8","73.5",1,0,0
"2026-05-18 12:37:48.57905+07","31.8","73.4",1,0,0
"2026-05-18 12:38:18.644514+07","31.9","70.4",1,0,0
"2026-05-18 12:38:48.648647+07","32","69.1",1,0,0
"2026-05-18 12:39:18.686073+07","32.1","72",1,0,0
"2026-05-18 12:39:48.724639+07","32.1","72.2",1,0,0
"2026-05-18 12:40:18.749058+07","32.2","72.1",1,0,0
"2026-05-18 12:40:48.789396+07","32.2","69.2",1,0,0
"2026-05-18 12:41:18.859396+07","32.1","70.5",1,0,0
"2026-05-18 12:41:49.001028+07","32.1","70.5",1,0,0
"2026-05-18 12:42:18.882111+07","32.1","71",1,0,0
"2026-05-18 12:42:48.902463+07","32.1","71.7",1,0,0
"2026-05-18 12:43:18.987795+07","32.1","73.1",1,0,0
"2026-05-18 12:43:48.969793+07","32.2","71.4",1,0,0
"2026-05-18 12:44:19.04169+07","32.2","71",1,0,0
"2026-05-18 12:44:49.10986+07","32.2","71.9",1,0,0
"2026-05-18 12:45:19.117438+07","32.2","71.5",1,0,0
"2026-05-18 12:45:49.135895+07","32.2","71.2",1,0,0
"2026-05-18 12:46:19.173818+07","32.2","71.9",1,0,0
"2026-05-18 12:46:49.245035+07","32.2","70.6",1,0,0
"2026-05-18 12:47:19.208495+07","32.2","72.4",1,0,0
"2026-05-18 12:47:49.244504+07","32.3","71.5",1,0,0
"2026-05-18 12:48:19.316879+07","32.3","72.2",1,0,0
"2026-05-18 12:48:49.325309+07","32.3","72",1,0,0
"2026-05-18 12:49:19.432934+07","32.3","72",1,0,0
"2026-05-18 12:49:49.402928+07","32.3","70.5",1,0,0
"2026-05-18 12:50:19.425183+07","32.3","71.9",1,0,0
"2026-05-18 12:50:49.467948+07","32.4","73.3",1,0,0
"2026-05-18 12:51:19.496751+07","32.4","71.5",1,0,0
"2026-05-18 12:51:49.546675+07","32.4","73.3",1,0,0
"2026-05-18 12:52:19.627251+07","32.5","74",1,0,0
"2026-05-18 12:52:49.600191+07","32.5","74.1",1,0,0
"2026-05-18 12:53:19.628487+07","32.5","71",1,0,0
"2026-05-18 12:53:49.663977+07","32.5","71.1",1,0,0
"2026-05-18 12:54:19.696793+07","32.5","71.7",1,0,0
"2026-05-18 12:54:49.787008+07","32.5","71.9",1,0,0
"2026-05-18 12:55:19.748478+07","32.6","73.6",1,0,0
"2026-05-18 12:55:49.832991+07","32.5","72.6",1,0,0
"2026-05-18 12:56:19.826792+07","32.5","73.5",1,0,0
"2026-05-18 12:56:49.857505+07","32.6","71.9",1,0,0
"2026-05-18 12:57:19.900695+07","32.6","73",1,0,0
"2026-05-18 12:57:49.925903+07","32.6","72.6",1,0,0
"2026-05-18 12:58:21.245293+07","32.6","73",1,0,0
"2026-05-18 12:58:51.306583+07","32.5","71.2",1,0,0
"2026-05-18 12:59:21.387177+07","32.5","70.9",1,0,0
"2026-05-18 12:59:51.507396+07","32.4","72",1,0,0
"2026-05-18 13:00:21.426998+07","32.4","72.3",1,0,0
"2026-05-18 13:00:51.425462+07","32.4","73.9",1,0,0
"2026-05-18 13:01:21.445697+07","32.4","72.7",1,0,0
"2026-05-18 13:01:51.495361+07","32.4","73.6",1,0,0
"2026-05-18 13:02:21.512021+07","32.4","72.2",1,0,0
"2026-05-18 13:02:51.558799+07","32.4","71.1",1,0,0
"2026-05-18 13:03:21.730767+07","32.4","71.8",1,0,0
"2026-05-18 13:03:51.623293+07","32.5","73",1,0,0
"2026-05-18 13:04:21.773222+07","32.4","71.9",1,0,0
"2026-05-18 13:04:51.680818+07","32.5","73.2",1,0,0
"2026-05-18 13:05:21.724906+07","32.5","71.2",1,0,0
"2026-05-18 13:05:51.785004+07","32.4","71.7",1,0,0
"2026-05-18 13:06:21.781306+07","32.4","71.4",1,0,0
"2026-05-18 13:06:51.836697+07","32.4","70.8",1,0,0
"2026-05-18 13:07:21.956222+07","32.4","71.6",1,0,0
"2026-05-18 13:07:51.897997+07","32.4","71.5",1,0,0
"2026-05-18 13:08:21.980119+07","32.4","72",1,0,0
"2026-05-18 13:08:52.015456+07","32.4","72.9",1,0,0
"2026-05-18 13:09:21.98714+07","32.4","71.8",1,0,0
"2026-05-18 13:09:52.016744+07","32.3","71.2",1,0,0
"2026-05-18 13:10:22.070728+07","32.3","71.7",1,0,0
"2026-05-18 13:10:52.087508+07","32.2","72.1",1,0,0
"2026-05-18 13:11:22.117871+07","32.2","72",1,0,0
"2026-05-18 13:11:52.166315+07","32.2","72",1,0,0
"2026-05-18 13:12:22.262831+07","32.2","71.7",1,0,0
"2026-05-18 13:12:52.251645+07","32.1","72.3",1,0,0
"2026-05-18 13:13:22.260488+07","32.1","72",1,0,0
"2026-05-18 13:13:52.296203+07","32.1","71.5",1,0,0
"2026-05-18 13:14:22.334378+07","32.1","72.5",1,0,0
"2026-05-18 13:14:52.37902+07","32.1","72.5",1,0,0
"2026-05-18 13:15:22.383698+07","32.1","73.5",1,0,0
"2026-05-18 13:15:52.460764+07","32.1","72",1,0,0
"2026-05-18 13:16:22.464496+07","32","72",1,0,0
"2026-05-18 13:16:52.513079+07","32","73.3",1,0,0
"2026-05-18 13:17:22.540354+07","32","72",1,0,0
"2026-05-18 13:17:52.578868+07","31.9","73.2",1,0,0
"2026-05-18 13:18:22.613545+07","31.9","73.2",1,0,0
"2026-05-18 13:18:52.646006+07","31.9","73.2",1,0,0
"2026-05-18 13:19:22.660226+07","31.9","73",1,0,0
"2026-05-18 13:19:52.689547+07","31.9","73.2",1,0,0
"2026-05-18 13:20:22.716312+07","32","72.6",1,0,0
"2026-05-18 13:20:52.7807+07","32","73",1,0,0
"2026-05-18 13:21:22.794262+07","32","73.6",1,0,0
"2026-05-18 13:21:52.830139+07","32.1","74.3",1,0,0
"2026-05-18 13:22:22.8774+07","32.1","73.6",1,0,0
"2026-05-18 13:22:52.894771+07","32.1","73.9",1,0,0
"2026-05-18 13:23:22.927739+07","32.1","73.3",1,0,0
"2026-05-18 13:23:52.954302+07","32.1","72.3",1,0,0
"2026-05-18 13:24:22.996841+07","32.2","72.6",1,0,0
"2026-05-18 13:24:53.031629+07","32.1","73.1",1,0,0
"2026-05-18 13:25:23.060384+07","32.1","73.2",1,0,0
"2026-05-18 13:25:53.08679+07","32.2","74.3",1,0,0
"2026-05-18 13:26:23.243014+07","32.1","74",1,0,0
"2026-05-18 13:26:53.272067+07","32.1","71.8",1,0,0
"2026-05-18 13:27:23.194267+07","32.1","73",1,0,0
"2026-05-18 13:27:53.229983+07","32.1","73.6",1,0,0
"2026-05-18 13:28:23.267676+07","32","74",1,0,0
"2026-05-18 13:28:53.330517+07","32","73.6",1,0,0
"2026-05-18 13:29:23.510583+07","32","73.5",1,0,0
"2026-05-18 13:29:53.359306+07","31.9","74.2",1,0,0
"2026-05-18 13:30:23.406197+07","31.9","73.4",1,0,0
"2026-05-18 13:30:53.53769+07","31.9","73.4",1,0,0
"2026-05-18 13:31:23.518636+07","31.9","75.1",1,0,0
"2026-05-18 13:31:53.519791+07","31.9","74.3",1,0,0
"2026-05-18 13:32:23.672188+07","31.9","74.3",1,0,0
"2026-05-18 13:32:53.605001+07","31.8","74.2",1,0,0
"2026-05-18 13:33:23.612201+07","31.7","75.1",1,0,0
"2026-05-18 13:33:53.659053+07","31.7","74.3",1,0,0
"2026-05-18 13:34:23.720185+07","31.6","76.6",1,0,0
"2026-05-18 13:34:53.714946+07","31.3","77.2",1,0,0
"2026-05-18 13:35:23.864597+07","31.1","77.3",1,0,0
"2026-05-18 13:35:53.790663+07","31","78.3",1,0,0
"2026-05-18 13:36:23.831652+07","31","78.3",1,0,0
"2026-05-18 13:36:53.962941+07","31","77.5",1,0,0
"2026-05-18 13:37:23.868561+07","31","77.5",1,0,0
"2026-05-18 13:37:53.90472+07","31","78.8",1,0,0
"2026-05-18 13:38:23.938182+07","31","77.9",1,0,0
"2026-05-18 13:38:53.977048+07","31","76.3",1,0,0
"2026-05-18 13:39:24.002323+07","31.1","77",1,0,0
"2026-05-18 13:39:54.040451+07","31.1","75.6",1,0,0
"2026-05-18 13:40:24.078958+07","31.1","75.6",1,0,0
"2026-05-18 13:40:54.129534+07","31.2","76",1,0,0
"2026-05-18 13:41:24.139331+07","31.2","76.9",1,0,0
"2026-05-18 13:41:54.222263+07","31.2","75.8",1,0,0
"2026-05-18 13:42:24.20052+07","31.2","75.8",1,0,0
"2026-05-18 13:42:54.359368+07","31.3","74.8",1,0,0
"2026-05-18 13:43:24.308398+07","31.3","76.3",1,0,0
"2026-05-18 13:43:54.345668+07","31.3","75.9",1,0,0
"2026-05-18 13:44:24.346141+07","31.3","76.4",1,0,0
"2026-05-18 13:44:54.382355+07","31.3","74.4",1,0,0
"2026-05-18 13:45:24.405524+07","31.3","76.1",1,0,0
"2026-05-18 13:45:54.471244+07","31.3","77.8",1,0,0
"2026-05-18 13:46:24.585051+07","31.2","77.1",1,0,0
"2026-05-18 13:46:54.560405+07","31.2","76.4",1,0,0
"2026-05-18 13:47:24.562996+07","31.2","75.9",1,0,0
"2026-05-18 13:47:54.59201+07","31.2","75.1",1,0,0
"2026-05-18 13:48:24.633011+07","31.1","76.6",1,0,0
"2026-05-18 13:48:54.65537+07","31.1","77.3",1,0,0
"2026-05-18 13:49:24.712277+07","31.1","75.2",1,0,0
"2026-05-18 13:49:54.748508+07","31.1","75.3",1,0,0
"2026-05-18 13:50:24.777219+07","31","76.9",1,0,0
"2026-05-18 13:50:54.82313+07","31","78.9",1,0,0
"2026-05-18 13:51:24.857637+07","31","79",1,0,0
"2026-05-18 13:51:54.88363+07","30.9","77.3",1,0,0
"2026-05-18 13:52:25.00676+07","30.9","79.3",1,0,0
"2026-05-18 13:52:55.047471+07","30.8","79.2",1,0,0
"2026-05-18 13:53:24.97765+07","30.8","78",1,0,0
"2026-05-18 13:53:55.026421+07","30.8","77",1,0,0
"2026-05-18 13:54:25.073791+07","30.8","77.2",1,0,0
"2026-05-18 13:54:55.075276+07","30.8","77.6",1,0,0
"2026-05-18 13:55:25.13462+07","30.7","76.9",1,0,0
"2026-05-18 13:55:55.18405+07","30.8","77.6",1,0,0
"2026-05-18 13:56:25.17226+07","30.8","77.2",1,0,0
"2026-05-18 13:56:55.359677+07","30.7","80.1",1,0,0
"2026-05-18 13:57:25.22632+07","30.7","80",1,0,0
"2026-05-18 13:57:55.275536+07","30.7","80.6",1,0,0
"2026-05-18 13:58:25.308991+07","30.6","81.2",1,0,0
"2026-05-18 13:58:55.330688+07","30.5","82.2",1,0,0
"2026-05-18 13:59:25.367284+07","30.4","82.5",1,0,0
"2026-05-18 13:59:55.415939+07","30.2","82.4",1,0,0
"2026-05-18 14:00:25.421723+07","30","83.7",1,0,0
"2026-05-18 14:01:25.607931+07","29.3","87",0,0,0
"2026-05-18 14:02:25.605846+07","28.6","89.3",0,0,0
"2026-05-18 14:03:25.646655+07","28","91",0,0,0
"2026-05-18 14:04:25.705158+07","27.6","92.7",0,0,0
"2026-05-18 14:05:25.7854+07","27.3","93.9",0,0,0
"2026-05-18 14:06:25.856522+07","27.3","95.2",0,0,0
"2026-05-18 14:07:25.909688+07","27.4","95.8",0,0,0
"2026-05-18 14:08:25.984085+07","27.3","95.9",0,0,0
"2026-05-18 14:09:26.031111+07","27.3","95.9",0,0,0
"2026-05-18 14:10:26.097952+07","27.4","96.2",0,0,0
"2026-05-18 14:11:26.164703+07","27.4","96.5",0,0,0
"2026-05-18 14:12:26.246684+07","27.4","96.3",0,0,0
"2026-05-18 14:13:26.33977+07","27.4","96.3",0,0,0
"2026-05-18 14:14:26.361472+07","27.5","96.3",0,0,0
"2026-05-18 14:15:26.49308+07","27.6","96.6",0,0,0
"2026-05-18 14:16:26.520861+07","27.7","96.9",0,0,0
"2026-05-18 14:17:26.570919+07","27.7","96.6",0,0,0
"2026-05-18 14:18:26.651783+07","27.8","96.1",0,0,0
"2026-05-18 14:19:26.777947+07","27.7","95.9",0,0,0
"2026-05-18 14:20:26.755459+07","27.9","96.6",0,0,0
"2026-05-18 14:21:26.811725+07","27.9","95.9",0,0,0
"2026-05-18 14:22:26.88256+07","27.9","96.2",0,0,0
"2026-05-18 14:23:27.063181+07","27.9","95.7",0,0,0
"2026-05-18 14:24:27.062226+07","28","95.6",0,0,0
"2026-05-18 14:25:27.09+07","28","95",0,0,0
"2026-05-18 14:26:27.175282+07","28","95.1",0,0,0
"2026-05-18 14:27:27.210075+07","28.1","95.7",0,0,0
"2026-05-18 14:28:27.387738+07","28.2","95.2",0,0,0
"2026-05-18 14:29:27.336429+07","28.3","94.7",0,0,0
"2026-05-18 14:30:27.471846+07","28.2","93.5",0,0,0
"2026-05-18 14:31:27.513508+07","28.3","93.6",0,0,0
"2026-05-18 14:32:27.557758+07","28.3","94.2",0,0,0
"2026-05-18 14:33:27.609352+07","28.4","94.3",0,0,0
"2026-05-18 14:34:27.789765+07","28.4","93.6",0,0,0
"2026-05-18 14:35:27.79175+07","28.5","93.9",0,0,0
"2026-05-18 14:36:27.911481+07","28.5","92.5",0,0,0
"2026-05-18 14:37:27.872565+07","28.6","92.6",0,0,0
"2026-05-18 14:38:28.001232+07","28.6","92.4",0,0,0
"2026-05-18 14:39:28.025156+07","28.7","92.1",0,0,0
"2026-05-18 14:40:28.08256+07","28.7","92.5",0,0,0
"2026-05-18 14:41:28.144533+07","28.8","90.8",0,0,0
"2026-05-18 14:42:28.228982+07","28.9","92.1",0,0,0
"2026-05-18 14:43:28.278523+07","29","90.8",0,0,0
"2026-05-18 14:44:28.349958+07","29","88.3",0,0,0
"2026-05-18 14:45:28.430582+07","29.2","88.6",0,0,0
"2026-05-18 14:46:28.491169+07","29.2","88.4",0,0,0
"2026-05-18 14:47:28.534609+07","29.3","89.1",0,0,0
"2026-05-18 14:48:28.610816+07","29.4","87.7",0,0,0
"2026-05-18 14:49:28.674039+07","29.5","88.9",0,0,0
"2026-05-18 14:50:28.745085+07","29.6","89.2",0,0,0
"2026-05-18 14:51:28.818609+07","29.7","87.7",0,0,0
"2026-05-18 14:52:28.984866+07","29.7","86.9",0,0,0
"2026-05-18 14:53:28.976074+07","29.8","85.6",0,0,0
"2026-05-18 14:54:29.087268+07","29.9","86.5",0,0,0
"2026-05-18 14:55:29.08365+07","30","83.9",0,0,0
"2026-05-18 14:56:29.148675+07","30.1","83.4",0,0,0
"2026-05-18 14:57:29.225394+07","30.3","81.8",0,0,0
"2026-05-18 14:58:29.387823+07","30.4","80.2",0,0,0
"2026-05-18 14:59:29.350558+07","30.5","81.7",0,0,0
"2026-05-18 15:00:29.450003+07","30.6","79.6",0,0,0
"2026-05-18 15:01:29.487081+07","30.6","81",0,0,0
"2026-05-18 15:02:29.534933+07","30.6","80.6",0,0,0
"2026-05-18 15:03:29.605184+07","30.6","80.7",0,0,0
"2026-05-18 15:04:29.767265+07","30.6","82.6",0,0,0
"2026-05-18 15:05:29.76057+07","30.5","81.2",0,0,0
"2026-05-18 15:06:29.798664+07","30.5","83.8",0,0,0
"2026-05-18 15:07:29.973736+07","30.5","78.5",0,0,0
"2026-05-18 15:08:30.075747+07","30.5","82.8",0,0,0
