"time","temperature","humidity","relay1","relay2","relay3"
"2026-06-19 15:46:09.442873+07","34.1","64.1",1,0,0
"2026-06-19 15:46:39.426028+07","34","65.3",1,0,0
"2026-06-19 15:47:09.477447+07","34","65.8",1,0,0
"2026-06-19 15:47:39.494658+07","33.9","64",1,0,0
"2026-06-19 15:48:09.522683+07","33.9","65.1",1,0,0
"2026-06-19 15:48:39.551696+07","33.9","65",1,0,0
"2026-06-19 15:49:09.584472+07","33.8","65.3",1,0,0
"2026-06-19 15:49:39.71545+07","33.8","65.5",1,0,0
"2026-06-19 15:50:09.652478+07","33.8","66.3",1,0,0
"2026-06-19 15:50:39.70132+07","33.8","66.2",1,0,0
"2026-06-19 15:51:09.711754+07","33.8","65.5",1,0,0
"2026-06-19 15:51:39.84276+07","33.8","65",1,0,0
"2026-06-19 15:52:09.890895+07","33.7","65.8",1,0,0
"2026-06-19 15:52:39.796232+07","33.7","66.3",1,0,0
"2026-06-19 15:53:09.83678+07","33.7","66.9",1,0,0
"2026-06-19 15:53:39.874199+07","33.6","66.6",1,0,0
"2026-06-19 15:54:09.924001+07","33.5","66.8",1,0,0
"2026-06-19 15:54:39.934435+07","33.5","66.2",1,0,0
"2026-06-19 15:55:09.97356+07","33.4","67.1",1,0,0
"2026-06-19 15:55:40.01138+07","33.3","66.7",1,0,0
"2026-06-19 15:56:10.045645+07","33.3","67.3",1,0,0
"2026-06-19 15:56:40.07457+07","33.2","68",1,0,0
"2026-06-19 15:57:10.087656+07","33.2","67.9",1,0,0
"2026-06-19 15:57:40.129268+07","33.1","68.9",1,0,0
"2026-06-19 15:58:10.193629+07","33.1","69.1",1,0,0
"2026-06-19 15:58:40.182168+07","33","68.6",1,0,0
"2026-06-19 15:59:10.343447+07","33","68.3",1,0,0
"2026-06-19 15:59:40.358269+07","32.9","68.8",1,0,0
"2026-06-19 16:00:10.406604+07","32.9","69.2",1,0,0
"2026-06-19 16:00:40.465093+07","32.9","69",1,0,0
"2026-06-19 16:01:10.479322+07","32.8","69.2",1,0,0
"2026-06-19 16:01:40.386276+07","32.8","69.3",1,0,0
"2026-06-19 16:02:10.439854+07","32.8","69.9",1,0,0
"2026-06-19 16:02:40.450796+07","32.8","69.6",1,0,0
"2026-06-19 16:03:10.476555+07","32.8","69.5",1,0,0
"2026-06-19 16:03:40.50638+07","32.8","69.8",1,0,0
"2026-06-19 16:04:10.673412+07","32.8","70.4",1,0,0
"2026-06-19 16:04:40.573087+07","32.7","70.5",1,0,0
"2026-06-19 16:05:10.604322+07","32.7","70.4",1,0,0
"2026-06-19 16:05:40.655087+07","32.7","69.5",1,0,0
"2026-06-19 16:06:10.660623+07","32.8","70.2",1,0,0
"2026-06-19 16:06:40.719862+07","32.8","69.9",1,0,0
"2026-06-19 16:07:10.730809+07","32.8","70.1",1,0,0
"2026-06-19 16:07:40.76192+07","32.9","69.8",1,0,0
"2026-06-19 16:08:10.804472+07","32.9","69.8",1,0,0
"2026-06-19 16:08:40.847471+07","32.9","70.5",1,0,0
"2026-06-19 16:09:10.863392+07","32.9","69.8",1,0,0
"2026-06-20 08:40:09.898501+07","32.1","69.5",1,0,0
"2026-06-20 08:40:39.899009+07","32","68.5",1,0,0
"2026-06-20 08:41:09.938119+07","32","68.6",1,0,0
"2026-06-20 08:41:39.947597+07","32","67.9",1,0,0
"2026-06-20 08:42:09.99938+07","32","68.2",1,0,0
"2026-06-20 08:42:40.020749+07","32","69.8",1,0,0
"2026-06-20 08:43:10.060255+07","32","70.7",1,0,0
"2026-06-20 08:43:40.082349+07","32","71.6",1,0,0
"2026-06-20 08:44:10.115045+07","32","70.2",1,0,0
"2026-06-20 08:44:40.139688+07","32","69.1",1,0,0
"2026-06-20 08:45:10.288731+07","32","67.9",1,0,0
"2026-06-20 08:45:40.216533+07","31.9","67.4",1,0,0
"2026-06-20 08:46:10.243076+07","32","69.1",1,0,0
"2026-06-20 08:46:40.268386+07","32","71",1,0,0
"2026-06-20 08:47:10.324598+07","31.9","69.3",1,0,0
"2026-06-20 08:47:40.339152+07","31.9","69.7",1,0,0
"2026-06-20 08:48:10.364477+07","31.9","68.5",1,0,0
"2026-06-20 08:48:40.387199+07","31.9","68.5",1,0,0
"2026-06-20 08:49:10.438573+07","32","68.5",1,0,0
"2026-06-20 08:49:40.453351+07","32","69",1,0,0
"2026-06-20 08:50:10.502248+07","32","69.2",1,0,0
"2026-06-20 08:50:40.524405+07","32","67.9",1,0,0
"2026-06-20 08:51:10.567762+07","32","70.1",1,0,0
"2026-06-20 08:51:40.589338+07","32.1","69.5",1,0,0
"2026-06-20 08:52:10.656333+07","32.1","69.9",1,0,0
"2026-06-20 08:52:40.756994+07","32.1","69.9",1,0,0
"2026-06-20 08:53:10.714761+07","32.1","69.2",1,0,0
"2026-06-20 08:53:40.717589+07","32.1","68.4",1,0,0
"2026-06-20 08:54:10.75626+07","32.1","69.2",1,0,0
"2026-06-20 08:54:40.787001+07","32.1","68.6",1,0,0
"2026-06-20 08:55:10.82883+07","32.1","69.9",1,0,0
"2026-06-20 08:55:40.847984+07","32.1","72.8",1,0,0
"2026-06-20 08:56:10.899605+07","32.1","71.5",1,0,0
"2026-06-20 08:56:40.930289+07","32.1","70.3",1,0,0
"2026-06-20 08:57:10.963017+07","32.1","67.6",1,0,0
"2026-06-20 08:57:40.97978+07","32.1","68.4",1,0,0
"2026-06-20 08:58:11.016152+07","32","70.1",1,0,0
"2026-06-20 08:58:41.16863+07","32.1","70.4",1,0,0
"2026-06-20 08:59:11.084528+07","32.1","69.6",1,0,0
"2026-06-20 08:59:41.106542+07","32.1","71.3",1,0,0
"2026-06-20 09:00:11.133612+07","32.1","70.2",1,0,0
"2026-06-20 09:00:41.191778+07","32.1","68.9",1,0,0
"2026-06-20 09:01:11.219055+07","32.1","69.2",1,0,0
"2026-06-20 09:01:41.343705+07","32.1","69.5",1,0,0
"2026-06-20 09:02:11.276998+07","32.1","70.9",1,0,0
"2026-06-20 09:02:41.308683+07","32.2","70.4",1,0,0
"2026-06-20 09:03:11.342192+07","32.2","72.7",1,0,0
"2026-06-20 09:03:41.362192+07","32.3","71.2",1,0,0
"2026-06-20 09:04:11.519453+07","32.3","69.9",1,0,0
"2026-06-20 09:04:41.430973+07","32.3","70.9",1,0,0
"2026-06-20 09:05:11.476719+07","32.3","69.8",1,0,0
"2026-06-20 09:05:41.488803+07","32.3","70.1",1,0,0
"2026-06-20 09:06:11.51723+07","32.4","69.7",1,0,0
"2026-06-20 09:06:41.552543+07","32.6","69.9",1,0,0
"2026-06-20 09:07:11.594543+07","32.6","68.9",1,0,0
"2026-06-20 09:07:41.728167+07","32.7","70.1",1,0,0
"2026-06-20 09:08:11.659725+07","32.7","70",1,0,0
"2026-06-20 09:08:41.674813+07","32.8","68.3",1,0,0
"2026-06-20 09:09:12.606452+07","32.8","69.1",1,0,0
"2026-06-20 09:09:41.743241+07","32.8","66.8",1,0,0
"2026-06-20 09:10:11.895336+07","32.8","67.9",1,0,0
"2026-06-20 09:10:41.80971+07","32.8","70",1,0,0
"2026-06-20 09:11:13.748695+07","32.8","68.7",1,0,0
"2026-06-20 09:11:41.874974+07","32.8","67.7",1,0,0
"2026-06-20 09:12:11.917453+07","32.8","68.1",1,0,0
"2026-06-20 09:12:41.934448+07","32.8","69.6",1,0,0
"2026-06-20 09:13:11.970687+07","32.8","70.8",1,0,0
"2026-06-20 09:13:42.001882+07","32.7","69.2",1,0,0
"2026-06-20 09:14:12.170422+07","32.7","70.1",1,0,0
"2026-06-20 09:14:42.178874+07","32.7","68.8",1,0,0
"2026-06-20 09:15:12.11095+07","32.6","69",1,0,0
"2026-06-20 09:15:42.127065+07","32.6","68.4",1,0,0
"2026-06-20 09:16:12.144078+07","32.6","69.6",1,0,0
"2026-06-20 09:16:42.308096+07","32.6","70.7",1,0,0
"2026-06-20 09:17:12.216058+07","32.6","70.9",1,0,0
"2026-06-20 09:17:42.249982+07","32.6","68.1",1,0,0
"2026-06-20 09:18:12.40059+07","32.7","69.2",1,0,0
"2026-06-20 09:18:42.32815+07","32.8","68.2",1,0,0
"2026-06-20 09:19:12.360048+07","32.8","69.4",1,0,0
"2026-06-20 09:19:42.375694+07","32.8","69.7",1,0,0
"2026-06-20 09:20:12.426266+07","32.9","67.9",1,0,0
"2026-06-20 09:20:42.452621+07","33","68.6",1,0,0
"2026-06-20 09:21:12.472991+07","33","67.9",1,0,0
"2026-06-20 09:21:42.490119+07","33","64.8",1,0,0
"2026-06-20 09:22:12.649405+07","33","65.6",1,0,0
"2026-06-20 09:22:42.577389+07","33","67.4",1,0,0
"2026-06-20 09:23:12.596777+07","33","66.9",1,0,0
"2026-06-20 09:23:42.625549+07","33.1","67.6",1,0,0
"2026-06-20 09:24:12.665219+07","33","68.2",1,0,0
"2026-06-20 09:24:42.683081+07","33","68.4",1,0,0
"2026-06-20 09:25:12.743616+07","33","69.2",1,0,0
"2026-06-20 09:25:42.777023+07","33","70.4",1,0,0
"2026-06-20 09:26:12.788881+07","33","69.8",1,0,0
"2026-06-20 09:26:42.826742+07","33","70.4",1,0,0
"2026-06-20 09:27:12.9625+07","33.1","71.9",1,0,0
"2026-06-20 09:27:42.885651+07","33.2","71.3",1,0,0
"2026-06-20 09:28:12.927346+07","33.3","69.7",1,0,0
"2026-06-20 09:28:42.971093+07","33.4","68.1",1,0,0
"2026-06-20 09:29:12.979071+07","33.4","68.4",1,0,0
"2026-06-20 09:29:43.00799+07","33.5","68.3",1,0,0
"2026-06-20 09:30:13.055058+07","33.6","69.3",1,0,0
"2026-06-20 09:30:43.075709+07","33.6","66.2",1,0,0
"2026-06-20 09:31:13.107301+07","33.6","65.5",1,0,0
"2026-06-20 09:31:43.137954+07","33.6","66.3",1,0,0
"2026-06-20 09:32:13.178813+07","33.5","66.9",1,0,0
"2026-06-20 09:32:43.193922+07","33.6","69.9",1,0,0
"2026-06-20 09:33:13.241718+07","33.6","70.1",1,0,0
"2026-06-20 09:33:43.255765+07","33.6","67.1",1,0,0
"2026-06-20 09:34:13.296849+07","33.6","66.2",1,0,0
"2026-06-20 09:34:43.340471+07","33.7","67.9",1,0,0
"2026-06-20 09:35:13.47509+07","33.6","64.9",1,0,0
"2026-06-20 09:35:43.397198+07","33.6","65.6",1,0,0
"2026-06-20 09:36:13.544035+07","33.7","65.7",1,0,0
"2026-06-20 09:36:43.474724+07","33.8","66.4",1,0,0
"2026-06-20 09:37:13.498778+07","33.7","65.1",1,0,0
"2026-06-20 09:37:43.50948+07","33.7","67.2",1,0,0
"2026-06-20 09:38:13.56796+07","33.7","69.8",1,0,0
"2026-06-20 09:38:43.573822+07","33.8","69.9",1,0,0
"2026-06-20 09:39:13.63296+07","33.9","69.9",1,0,0
"2026-06-20 09:39:43.679374+07","34","68.4",1,0,0
"2026-06-20 09:40:13.698806+07","34.1","69.4",1,0,0
"2026-06-20 09:40:43.715253+07","34.2","68.8",1,0,0
"2026-06-20 09:41:13.760144+07","34.3","64.9",1,0,0
"2026-06-20 09:41:43.782485+07","34.3","65.8",1,0,0
"2026-06-20 09:42:13.818164+07","34.4","64.6",1,0,0
"2026-06-20 09:42:43.843638+07","34.4","65.7",1,0,0
"2026-06-20 09:43:13.888548+07","34.4","66.8",1,0,0
"2026-06-20 09:43:43.911482+07","34.4","68.1",1,0,0
"2026-06-20 09:44:13.955438+07","34.4","65",1,0,0
"2026-06-20 09:44:43.980683+07","34.3","66.1",1,0,0
"2026-06-20 09:45:14.012951+07","34.2","65.7",1,0,0
"2026-06-20 09:45:44.045591+07","34.2","64.4",1,0,0
"2026-06-20 09:46:14.074087+07","34.1","65.6",1,0,0
"2026-06-20 09:46:44.206609+07","34","66.5",1,0,0
"2026-06-20 09:47:14.136163+07","34","64.7",1,0,0
"2026-06-20 09:47:44.15278+07","33.9","65.1",1,0,0
"2026-06-20 09:48:14.18993+07","33.9","61.7",1,0,0
"2026-06-20 09:48:44.222238+07","33.8","61.9",1,0,0
"2026-06-20 09:49:14.259959+07","33.6","59.9",1,0,0
"2026-06-20 09:49:44.284452+07","33.3","62",1,0,0
"2026-06-20 09:50:14.3228+07","33.1","63.1",1,0,0
"2026-06-20 09:50:44.354199+07","32.9","64.4",1,0,0
"2026-06-20 09:51:14.385874+07","32.7","64.1",1,0,0
"2026-06-20 09:51:44.405076+07","32.7","64.5",1,0,0
"2026-06-20 09:52:14.453616+07","32.5","64.8",1,0,0
"2026-06-20 09:52:44.482639+07","32.5","65.7",1,0,0
"2026-06-20 09:53:14.505273+07","32.4","65.4",1,0,0
"2026-06-20 09:53:44.554059+07","32.4","65.2",1,0,0
"2026-06-20 09:54:14.621582+07","32.5","66.9",1,0,0
"2026-06-20 09:54:44.627039+07","32.5","66.7",1,0,0
"2026-06-20 09:55:14.775161+07","32.5","65.9",1,0,0
"2026-06-20 09:55:44.672711+07","32.6","67.3",1,0,0
"2026-06-20 09:56:14.73816+07","32.6","66.5",1,0,0
"2026-06-20 09:56:44.738267+07","32.7","67.5",1,0,0
"2026-06-20 09:57:14.888358+07","32.7","66.1",1,0,0
"2026-06-20 09:57:44.809457+07","32.8","66.1",1,0,0
"2026-06-20 09:58:14.838529+07","32.8","66.8",1,0,0
"2026-06-20 09:58:44.856183+07","32.9","65.2",1,0,0
"2026-06-20 09:59:14.900227+07","32.9","64.9",1,0,0
"2026-06-20 09:59:44.924899+07","32.9","67.1",1,0,0
"2026-06-20 10:00:14.961966+07","32.9","66.2",1,0,0
"2026-06-20 10:00:44.999969+07","32.9","66.9",1,0,0
"2026-06-20 10:01:15.150371+07","32.9","67.9",1,0,0
"2026-06-20 10:01:45.053529+07","32.9","67.3",1,0,0
"2026-06-20 10:02:15.087527+07","32.9","65.7",1,0,0
"2026-06-20 10:02:45.133995+07","32.9","65.1",1,0,0
"2026-06-20 10:03:15.188781+07","32.9","65",1,0,0
"2026-06-20 10:03:45.187368+07","32.9","66.8",1,0,0
"2026-06-20 10:04:15.222722+07","33","66.3",1,0,0
"2026-06-20 10:04:45.246625+07","33","68",1,0,0
"2026-06-20 10:05:15.29278+07","33","69.4",1,0,0
"2026-06-20 10:05:45.306389+07","33","69.7",1,0,0
"2026-06-20 10:06:15.347566+07","33","67.2",1,0,0
"2026-06-20 10:06:45.375552+07","33","66.4",1,0,0
"2026-06-20 10:07:15.42365+07","33","68",1,0,0
"2026-06-20 10:07:45.441253+07","33","67.6",1,0,0
"2026-06-20 10:08:15.473613+07","32.9","68.1",1,0,0
"2026-06-20 10:08:45.494909+07","32.9","69.6",1,0,0
"2026-06-20 10:09:15.537214+07","32.9","68.9",1,0,0
"2026-06-20 10:09:45.570628+07","32.9","67",1,0,0
"2026-06-20 10:10:15.617255+07","32.9","68.4",1,0,0
"2026-06-20 10:10:45.622055+07","32.9","70",1,0,0
"2026-06-20 10:11:15.66098+07","32.9","66.7",1,0,0
"2026-06-20 10:11:45.696374+07","32.9","67",1,0,0
"2026-06-20 10:12:15.714968+07","33","66.3",1,0,0
"2026-06-20 10:12:45.751644+07","33","67.5",1,0,0
"2026-06-20 10:13:15.787625+07","33.1","68.1",1,0,0
"2026-06-20 10:13:45.83465+07","33.1","66.3",1,0,0
"2026-06-20 10:14:15.854973+07","33","67.3",1,0,0
"2026-06-20 10:14:46.004251+07","32.9","68.8",1,0,0
"2026-06-20 10:15:16.029505+07","32.8","66.9",1,0,0
"2026-06-20 10:15:45.952393+07","32.8","67",1,0,0
"2026-06-20 10:16:15.978009+07","32.7","65.5",1,0,0
"2026-06-20 10:16:46.032547+07","32.6","69.9",1,0,0
"2026-06-20 10:17:16.055886+07","32.6","67.3",1,0,0
"2026-06-20 10:17:46.189097+07","32.6","67.1",1,0,0
"2026-06-20 10:18:16.119461+07","32.6","66.5",1,0,0
"2026-06-20 10:18:46.278227+07","32.6","64.8",1,0,0
"2026-06-20 10:19:16.308276+07","32.6","66.1",1,0,0
"2026-06-20 10:19:46.211141+07","32.6","65.7",1,0,0
"2026-06-20 10:20:16.252602+07","32.6","65.2",1,0,0
"2026-06-20 10:20:46.274953+07","32.6","66.5",1,0,0
"2026-06-20 10:21:16.318228+07","32.6","66.5",1,0,0
"2026-06-20 10:21:46.334735+07","32.6","67.7",1,0,0
"2026-06-20 10:22:16.469253+07","32.6","69.4",1,0,0
"2026-06-20 10:22:46.416846+07","32.6","67.6",1,0,0
"2026-06-20 10:23:16.459891+07","32.5","67.5",1,0,0
"2026-06-20 10:23:46.475111+07","32.4","66.5",1,0,0
"2026-06-20 10:24:16.537195+07","32.4","66.1",1,0,0
"2026-06-20 10:24:46.542542+07","32.3","66.2",1,0,0
"2026-06-20 10:25:16.592174+07","32.3","67",1,0,0
"2026-06-20 10:25:46.598778+07","32.3","68.6",1,0,0
"2026-06-20 10:26:16.620053+07","32.3","70.1",1,0,0
"2026-06-20 10:26:46.671496+07","32.3","69.1",1,0,0
"2026-06-20 10:27:16.705474+07","32.2","67.4",1,0,0
"2026-06-20 10:27:46.718823+07","32.2","69.1",1,0,0
"2026-06-20 10:28:16.753068+07","32.3","68.3",1,0,0
"2026-06-20 10:28:46.789344+07","32.3","68",1,0,0
"2026-06-20 10:29:16.938711+07","32.3","67.9",1,0,0
"2026-06-20 10:29:46.84839+07","32.3","69.7",1,0,0
"2026-06-20 10:30:16.870657+07","32.3","68.2",1,0,0
"2026-06-20 10:30:46.916979+07","32.4","68.3",1,0,0
"2026-06-20 10:31:16.948359+07","32.4","68.8",1,0,0
"2026-06-20 10:31:46.969981+07","32.5","71.3",1,0,0
"2026-06-20 10:32:17.037638+07","32.5","70.7",1,0,0
"2026-06-20 10:32:47.052307+07","32.6","69.2",1,0,0
"2026-06-20 10:33:17.085307+07","32.6","68.5",1,0,0
"2026-06-20 10:33:47.176359+07","32.7","69.4",1,0,0
"2026-06-20 10:34:17.12838+07","32.8","71.1",1,0,0
"2026-06-20 10:34:47.168211+07","32.8","68.4",1,0,0
"2026-06-20 10:35:17.240111+07","32.9","66.8",1,0,0
"2026-06-20 10:35:47.234436+07","32.9","66.5",1,0,0
"2026-06-20 10:36:17.290856+07","33","67.1",1,0,0
"2026-06-20 10:36:47.291611+07","33.1","68.4",1,0,0
"2026-06-20 10:37:17.454683+07","33.1","69.4",1,0,0
"2026-06-20 10:37:47.488796+07","33.1","68.7",1,0,0
"2026-06-20 10:38:17.395706+07","33.2","68.4",1,0,0
"2026-06-20 10:38:47.43457+07","33.2","68.7",1,0,0
"2026-06-20 10:39:17.460865+07","33.2","66.7",1,0,0
"2026-06-20 10:39:47.491724+07","33.3","66.2",1,0,0
"2026-06-20 10:40:17.518321+07","33.2","66",1,0,0
"2026-06-20 10:40:47.855756+07","33.2","66.5",1,0,0
"2026-06-20 10:41:17.594229+07","33.2","66.5",1,0,0
"2026-06-20 10:41:47.608828+07","33.2","66.9",1,0,0
"2026-06-20 10:42:17.763403+07","33.2","67.7",1,0,0
"2026-06-20 10:42:47.696696+07","33.2","66.8",1,0,0
"2026-06-20 10:43:17.840731+07","33.2","68.1",1,0,0
"2026-06-20 10:43:47.852504+07","33.3","67.5",1,0,0
"2026-06-20 10:44:17.785286+07","33.3","66.4",1,0,0
"2026-06-20 10:44:47.815696+07","33.3","66.7",1,0,0
"2026-06-20 10:45:17.863531+07","33.3","67.5",1,0,0
"2026-06-20 10:45:48.000505+07","33.3","67.2",1,0,0
"2026-06-20 10:46:18.037639+07","33.3","67.7",1,0,0
"2026-06-20 10:46:47.939687+07","33.3","66.4",1,0,0
"2026-06-20 10:47:17.967477+07","33.3","67.5",1,0,0
"2026-06-20 10:47:48.006465+07","33.3","67.6",1,0,0
"2026-06-20 10:48:18.157016+07","33.4","66.6",1,0,0
"2026-06-20 10:48:48.074579+07","33.4","66.1",1,0,0
"2026-06-20 10:49:18.121862+07","33.4","66.4",1,0,0
"2026-06-20 10:49:48.125327+07","33.5","70.1",1,0,0
"2026-06-20 10:50:18.167283+07","33.5","69.9",1,0,0
"2026-06-20 10:50:48.312739+07","33.6","71",1,0,0
"2026-06-20 10:51:18.341893+07","33.6","68.3",1,0,0
"2026-06-20 10:51:48.259336+07","33.6","66.8",1,0,0
"2026-06-20 10:52:18.29626+07","33.6","65.1",1,0,0
"2026-06-20 10:52:48.316072+07","33.7","67.1",1,0,0
"2026-06-20 10:53:18.342785+07","33.8","65.6",1,0,0
"2026-06-20 10:53:48.370632+07","33.8","65.7",1,0,0
"2026-06-20 10:54:18.414465+07","33.8","63.5",1,0,0
"2026-06-20 10:54:48.43354+07","33.8","64.3",1,0,0
"2026-06-20 10:55:18.467042+07","33.9","66.3",1,0,0
"2026-06-20 10:55:48.501414+07","33.9","66.8",1,0,0
"2026-06-20 10:56:18.538449+07","33.9","66.6",1,0,0
"2026-06-20 10:56:48.564778+07","33.9","65.8",1,0,0
"2026-06-20 10:57:18.59167+07","33.9","64.1",1,0,0
"2026-06-20 10:57:48.616831+07","33.9","63.9",1,0,0
"2026-06-20 10:58:18.667798+07","33.9","64.3",1,0,0
"2026-06-20 10:58:48.695305+07","33.9","63.9",1,0,0
"2026-06-20 10:59:18.722963+07","33.9","63.2",1,0,0
"2026-06-20 10:59:48.870883+07","33.9","63.4",1,0,0
"2026-06-20 11:00:18.789532+07","33.8","63.7",1,0,0
"2026-06-20 11:00:48.820599+07","33.7","65.1",1,0,0
"2026-06-20 11:01:18.846165+07","33.7","66.9",1,0,0
"2026-06-20 11:01:48.883889+07","33.7","66.8",1,0,0
"2026-06-20 11:02:18.91821+07","33.6","64.8",1,0,0
"2026-06-20 11:02:49.056082+07","33.6","65.5",1,0,0
"2026-06-20 11:03:18.981891+07","33.5","65.7",1,0,0
"2026-06-20 11:03:49.017933+07","33.5","65.4",1,0,0
"2026-06-20 11:04:19.047191+07","33.5","65.3",1,0,0
"2026-06-20 11:04:49.081728+07","33.5","64.2",1,0,0
"2026-06-20 11:05:19.113998+07","33.5","63.5",1,0,0
"2026-06-20 11:05:49.248695+07","33.6","63",1,0,0
"2026-06-20 11:06:19.283976+07","33.6","65.5",1,0,0
"2026-06-20 11:06:49.222152+07","33.7","64.8",1,0,0
"2026-06-20 11:07:19.283848+07","33.8","65.8",1,0,0
"2026-06-20 11:07:49.301865+07","33.8","65.1",1,0,0
"2026-06-20 11:08:19.332124+07","33.8","65.4",1,0,0
"2026-06-20 11:08:49.350759+07","33.8","65.6",1,0,0
"2026-06-20 11:09:19.381776+07","33.8","64.8",1,0,0
"2026-06-20 11:09:49.545469+07","33.8","65.5",1,0,0
"2026-06-20 11:10:19.573919+07","33.8","66.1",1,0,0
"2026-06-20 11:10:49.481625+07","33.8","64.3",1,0,0
"2026-06-20 11:11:19.530415+07","33.8","64.4",1,0,0
"2026-06-20 11:11:49.564013+07","33.7","64.3",1,0,0
"2026-06-20 11:12:19.583837+07","33.8","66",1,0,0
"2026-06-20 11:12:49.604175+07","33.8","63.7",1,0,0
"2026-06-20 11:13:19.664854+07","33.8","64.9",1,0,0
"2026-06-20 11:13:49.678203+07","33.8","63.1",1,0,0
"2026-06-20 11:14:19.73081+07","33.8","63.4",1,0,0
"2026-06-20 11:14:49.736889+07","33.7","63.3",1,0,0
"2026-06-20 11:15:19.799145+07","33.7","63.9",1,0,0
"2026-06-20 11:15:49.937798+07","33.7","64.4",1,0,0
"2026-06-20 11:16:19.854245+07","33.7","64.5",1,0,0
"2026-06-20 11:16:49.877289+07","33.7","64.9",1,0,0
"2026-06-20 11:17:20.025606+07","33.7","65.3",1,0,0
"2026-06-20 11:17:49.946981+07","33.7","65.5",1,0,0
"2026-06-20 11:18:19.987786+07","33.7","65.8",1,0,0
"2026-06-20 11:18:50.115476+07","33.6","66",1,0,0
"2026-06-20 11:19:20.037835+07","33.6","65.3",1,0,0
"2026-06-20 11:19:50.065738+07","33.5","64.8",1,0,0
"2026-06-20 11:20:20.099548+07","33.4","65.4",1,0,0
"2026-06-20 11:20:50.149122+07","33.4","65.6",1,0,0
"2026-06-20 11:21:20.203695+07","33.4","66.8",1,0,0
"2026-06-20 11:21:50.189704+07","33.4","65.8",1,0,0
"2026-06-20 11:22:20.23623+07","33.4","66.5",1,0,0
"2026-06-20 11:22:50.379808+07","33.4","65.4",1,0,0
"2026-06-20 11:23:20.300361+07","33.4","65.5",1,0,0
"2026-06-20 11:23:50.327691+07","33.4","65.1",1,0,0
"2026-06-20 11:24:20.367894+07","33.4","67.8",1,0,0
"2026-06-20 11:24:50.41923+07","33.4","66.8",1,0,0
"2026-06-20 11:25:20.430007+07","33.5","66.8",1,0,0
"2026-06-20 11:25:50.460007+07","33.4","68",1,0,0
"2026-06-20 11:26:20.491569+07","33.5","67.8",1,0,0
"2026-06-20 11:26:50.529652+07","33.5","69.5",1,0,0
"2026-06-20 11:27:20.553448+07","33.5","71.4",1,0,0
"2026-06-20 11:27:50.595122+07","33.5","69.6",1,0,0
"2026-06-20 11:28:20.614894+07","33.6","71.3",1,0,0
"2026-06-20 11:28:50.653339+07","33.6","67.6",1,0,0
"2026-06-20 11:29:20.696629+07","33.5","66.8",1,0,0
"2026-06-20 11:29:50.703056+07","33.5","64.3",1,0,0
"2026-06-20 11:30:20.880338+07","33.5","63.8",1,0,0
"2026-06-20 11:30:50.78832+07","33.5","63.9",1,0,0
"2026-06-20 11:31:20.812334+07","33.5","64.7",1,0,0
"2026-06-20 11:31:50.847666+07","33.6","65.1",1,0,0
"2026-06-20 11:32:20.863173+07","33.7","65.9",1,0,0
"2026-06-20 11:32:50.911889+07","33.6","64.8",1,0,0
"2026-06-20 11:33:20.931877+07","33.6","64.4",1,0,0
"2026-06-20 11:33:50.980702+07","33.6","63.1",1,0,0
"2026-06-20 11:34:21.009733+07","33.6","65.1",1,0,0
"2026-06-20 11:34:51.031193+07","33.6","64.3",1,0,0
"2026-06-20 11:35:21.072607+07","33.6","64.7",1,0,0
"2026-06-20 11:35:51.124124+07","33.7","67.5",1,0,0
"2026-06-20 11:36:21.237276+07","33.7","66.1",1,0,0
"2026-06-20 11:36:51.296093+07","33.7","66.3",1,0,0
"2026-06-20 11:37:21.205583+07","33.7","65.1",1,0,0
"2026-06-20 11:37:51.23518+07","33.7","63.3",1,0,0
"2026-06-20 11:38:21.26519+07","33.8","67.3",1,0,0
"2026-06-20 11:38:51.294094+07","33.8","65.8",1,0,0
"2026-06-20 11:39:21.328795+07","33.8","66.3",1,0,0
"2026-06-20 11:39:51.384889+07","33.9","64.4",1,0,0
"2026-06-20 11:40:21.426277+07","33.9","66.8",1,0,0
"2026-06-20 11:40:51.427989+07","33.9","65.5",1,0,0
"2026-06-20 11:41:21.462181+07","33.9","64",1,0,0
"2026-06-20 11:41:51.490938+07","33.9","63.2",1,0,0
"2026-06-20 11:42:21.525181+07","33.9","63",1,0,0
"2026-06-20 11:42:51.553532+07","33.9","65.1",1,0,0
"2026-06-20 11:43:21.583148+07","33.9","62.8",1,0,0
"2026-06-20 11:43:51.611475+07","33.8","62",1,0,0
"2026-06-20 11:44:21.636736+07","33.8","63.1",1,0,0
"2026-06-20 11:44:51.675164+07","33.8","62.3",1,0,0
"2026-06-20 11:45:21.727307+07","33.8","63.4",1,0,0
"2026-06-20 11:45:51.730574+07","33.8","63.9",1,0,0
"2026-06-20 11:46:21.80773+07","33.8","62.4",1,0,0
"2026-06-20 11:46:51.790864+07","33.8","62.2",1,0,0
"2026-06-20 11:47:21.845057+07","33.8","65.6",1,0,0
"2026-06-20 11:47:51.865481+07","33.8","67.4",1,0,0
"2026-06-20 11:48:21.912998+07","33.8","63.5",1,0,0
"2026-06-20 11:48:51.945244+07","33.8","63.8",1,0,0
"2026-06-20 11:49:22.076864+07","33.9","62.8",1,0,0
"2026-06-20 11:49:51.992435+07","33.9","62.7",1,0,0
"2026-06-20 11:50:22.062897+07","33.8","62.2",1,0,0
